customerID,phoneNumber,age,gender,planType,tenure,numDeviceOwned,numOfCalls,totalCallDuration,numOfSMS,dataUsage,prevMonthlyFee,totalFee,countOverduePayment,countBarSuspend,creditScore,applicationResult
09-9527753,457 150 5139,25,Male,Prepaid,24,1,150,13929.16,171,47.04,41.34,1118.52,1,,64,1
10-5846970,342 438 1545,29,Female,Postpaid,24,1,37,19174.69,72,144.36,100.79,2877.95,,,74,1
83-3124113,696 555 0631,28,Male,Prepaid,24,1,46,29446.27,46,107.95,105.87,1507.86,,,78,1
98-4365993,345 638 9556,28,Male,Postpaid,25,1,152,9155.12,172,53.17,30.51,599.33,2,1,56,1
28-6842470,600 810 9027,29,Male,Postpaid,25,1,83,18880.26,196,179.57,37.93,1000.26,2,,82,1
00-8200094,298 239 4646,37,Female,Postpaid,25,1,120,23696.96,121,135.82,59.35,1218.64,,,78,1
90-0949345,138 258 5524,30,Female,Postpaid,25,1,168,7440.73,123,117.95,46.56,1550.86,1,,69,1
00-0775330,198 651 1317,29,Female,Postpaid,26,1,177,1986.45,33,91.33,59.26,3256.57,,,95,1
46-7107273,775 668 6082,30,Female,Postpaid,26,1,38,26599.04,168,83.45,53.95,3232.87,1,,81,1
02-3835935,210 531 3844,28,Female,Postpaid,26,1,20,200.59,31,103.53,67.44,1878.52,1,,55,1
09-1752608,416 869 5623,38,Female,Postpaid,26,1,125,27786.5,112,149.82,88.33,3048.52,,1,82,1
18-2184568,186 656 1191,32,Male,Prepaid,26,1,122,799.03,149,198.59,60.86,438.29,,,64,1
53-1283132,675 310 9006,22,Female,Postpaid,26,1,2,10751.63,125,13.19,100.53,1878.9,,,77,1
46-0028009,965 841 9920,21,Male,Postpaid,26,1,153,14926.82,145,193.92,71.5,1486.89,,,71,1
28-6400767,162 218 0613,32,Male,Postpaid,26,1,178,29556.25,32,169.38,102.25,3492.07,,,81,1
23-7235811,480 653 7188,23,Male,Prepaid,27,1,87,26805.93,5,178.31,109.02,2801.9,1,,63,1
90-6574902,340 808 1028,33,Female,Postpaid,27,1,38,16575.89,26,156.2,56.55,643.93,1,1,78,1
98-0996766,527 542 4445,28,Male,Postpaid,27,1,132,19704.75,109,129.99,52.89,1823.78,2,,78,1
18-1810474,571 234 6872,39,Female,Postpaid,27,1,156,13195.72,43,2.88,40.78,103.26,3,1,52,1
97-8196634,293 491 4339,38,Male,Postpaid,27,1,69,11973.07,119,192.16,38.65,124.37,1,,100,1
22-9889586,171 870 7967,36,Male,Postpaid,28,1,32,24930.44,94,156.08,65.25,2407.96,,,96,1
60-3697440,758 194 8587,26,Male,Postpaid,28,1,154,14107.86,139,7.73,38.65,2098.66,2,,90,1
13-3041291,407 553 6865,35,Female,Postpaid,28,1,100,2648.57,48,105.74,38.42,456.53,1,,78,1
06-9809800,266 337 2686,40,Male,Prepaid,28,1,15,4734.65,136,11.78,86.24,1862.24,,,80,1
98-8217932,562 275 5967,24,Male,Postpaid,28,1,169,8061.26,120,140.05,99.48,1055.79,2,,85,1
33-4520002,180 402 6991,31,Male,Prepaid,28,1,66,6385.33,56,86.79,64.55,333.93,1,,53,1
11-0865536,157 283 0420,40,Female,Postpaid,28,1,141,10096.92,194,118.81,81.33,267.6,1,,76,1
90-1143851,774 605 5272,40,Female,Postpaid,28,1,172,11742.08,70,144.6,73.2,3392.69,,1,76,1
51-3937367,374 764 7714,35,Female,Postpaid,28,1,193,27196.4,154,158.05,82,3202.63,,,67,1
37-5837613,941 862 3216,31,Male,Postpaid,29,1,23,28401.03,39,162.75,68.09,1844.33,,1,53,1
56-9841096,558 972 2483,35,Male,Postpaid,29,1,111,16534.76,64,5.14,108.27,2679.46,2,,54,1
60-3540895,209 786 8470,20,Male,Postpaid,29,1,150,7558.94,99,143.87,64.2,45.56,2,1,68,1
33-3429820,203 469 2442,34,Male,Prepaid,29,1,24,8914.01,135,95.82,40,2739.06,,1,87,1
31-2112477,410 555 2423,21,Female,Postpaid,29,1,102,23634.22,128,119.54,30.07,318.55,2,,74,1
08-9948715,419 254 4641,26,Female,Postpaid,29,1,163,5208.71,107,12.14,104.6,2057.42,2,,80,1
57-4988183,652 924 8686,26,Female,Postpaid,30,1,166,14402.17,25,65.58,109.67,1191.25,,,51,1
93-2123390,211 666 7872,38,Male,Postpaid,30,1,176,19444.42,58,19.47,98.89,1562.25,,1,66,1
32-9658510,569 579 5114,23,Female,Postpaid,30,1,168,26302.7,65,118.83,35.01,153.47,2,,59,1
22-6467484,224 931 5363,30,Male,Prepaid,30,1,168,9664.38,42,147.97,90.57,379.82,1,,82,1
78-2707724,522 854 9308,38,Male,Postpaid,30,1,188,13737.23,180,16.01,55,848.43,,,91,1
79-0668671,742 706 1384,28,Male,Prepaid,30,1,196,8261.77,188,149.71,68.2,3445,,,95,1
47-2815327,925 737 7722,29,Male,Postpaid,30,1,92,8029.48,29,79.01,56.86,1896.7,1,1,76,1
51-4460297,925 772 7016,36,Female,Prepaid,30,1,138,28213.18,121,61.54,64.12,1722.68,,,90,1
84-6261768,997 120 1866,30,Male,Postpaid,30,1,183,21377.52,59,72.61,31.61,141.85,2,,54,1
65-4446332,742 231 4929,31,Male,Postpaid,30,1,16,19684.2,200,84.64,50.27,2809.38,2,1,79,1
69-2160648,396 662 8564,23,Female,Postpaid,30,1,33,10191.35,143,127.21,72.33,1529.36,,,52,1
03-2649283,232 542 6177,21,Female,Postpaid,30,1,120,21738.49,94,1.8,103.87,1221.96,,1,79,1
15-5324375,878 108 2099,39,Female,Postpaid,31,1,51,19095.78,38,190.38,38.11,1128.51,1,2,99,1
12-1299454,280 860 3527,37,Male,Postpaid,31,1,160,11638.26,161,145.21,62.86,3385.03,,1,92,1
28-0214655,164 736 3703,30,Female,Postpaid,31,1,70,3704.69,194,129.32,53.6,356.56,,,78,1
52-8245862,152 217 1604,36,Female,Postpaid,31,1,150,11849.85,22,17.63,51.62,2781.62,1,,82,1
80-9131737,799 622 8547,31,Male,Postpaid,31,1,4,29262.19,12,114.81,42.33,400.58,2,,80,1
02-0574936,623 704 3107,29,Male,Prepaid,32,1,185,11287.63,120,190.4,37.99,956.38,2,1,87,1
93-0008343,336 492 3530,36,Female,Prepaid,32,1,64,5956.51,107,2.09,75.29,965.65,2,,76,1
65-7603064,910 203 2801,36,Female,Postpaid,32,1,84,29854.87,192,74.17,97.8,3104.58,,,82,1
64-0124485,857 193 3573,25,Female,Postpaid,32,1,12,3615.14,42,53.43,46.34,3401,,1,80,1
57-5784152,358 344 3129,35,Male,Postpaid,32,1,189,8436.83,187,42,56.7,560.05,,1,95,1
72-3276917,901 218 6580,36,Female,Postpaid,32,1,200,414.47,13,99,88.59,769.28,2,,79,1
75-4370009,941 253 7274,40,Male,Prepaid,33,1,57,21079.54,10,8.44,50.73,1701.09,,,72,1
60-2861062,186 248 5314,22,Female,Postpaid,33,1,179,4448.87,4,131.72,70.8,2897.71,2,,69,1
45-5207021,220 323 4828,31,Male,Postpaid,33,1,138,8892.88,109,100.76,42.95,141.24,2,1,81,1
42-2161889,217 954 5643,28,Female,Postpaid,33,1,170,9061.68,54,171.62,47.84,2017.86,1,,67,1
93-9807982,417 651 7196,24,Female,Postpaid,33,1,176,18816.77,104,123.58,99.57,2913.96,1,1,66,1
32-8309971,248 112 0908,32,Male,Prepaid,33,1,28,8987.08,128,102.48,101.29,3415.11,1,2,60,1
92-5504765,610 506 0149,33,Female,Prepaid,33,1,158,16310.96,119,29.44,36.5,3485.62,,,77,1
78-1978068,194 799 4475,22,Female,Postpaid,33,1,193,23466.4,34,196.46,83.05,3001.37,1,1,56,1
62-6086172,809 203 9648,39,Female,Postpaid,34,1,191,17364.65,72,36.69,49.59,3329.51,,1,53,1
46-9945230,131 667 7120,35,Male,Postpaid,34,1,35,22495.13,173,125.49,87.42,2509.93,,,81,1
93-8152361,981 885 4200,39,Female,Postpaid,34,1,185,19699.96,106,136.39,35.42,3021.97,,1,60,1
99-7571360,167 330 6111,31,Male,Postpaid,34,1,47,23900.86,162,198.43,66.78,2589.49,,,95,1
48-3531204,202 489 5383,26,Female,Postpaid,34,1,100,9640.13,71,177.05,105.34,2735.65,,,81,1
33-3833230,868 651 2027,29,Female,Postpaid,34,1,186,20463.4,159,105.75,57.44,426.31,,,60,1
09-1098620,824 755 3829,28,Male,Prepaid,34,1,41,214.94,17,189.9,39.78,3529.69,,,58,1
06-9354804,319 415 0848,20,Male,Postpaid,34,1,145,10064.22,163,109.76,54.93,280.55,,,89,1
49-0723125,615 618 9783,28,Male,Postpaid,34,1,179,2079.82,76,98.6,49.04,3340.74,2,1,90,1
05-3263136,386 182 1876,21,Male,Prepaid,35,1,7,22262.65,73,9.03,46.77,647.81,2,,86,1
10-5884375,785 121 5044,23,Female,Prepaid,35,1,170,29207.3,168,72.2,54.11,2498.97,2,1,71,1
79-2251062,910 317 6598,23,Male,Postpaid,35,1,111,16799.88,78,38.2,92.25,1644.53,,1,99,1
12-7523511,482 305 0847,34,Male,Postpaid,35,1,82,2342.19,113,42.58,69.62,37.17,,,99,1
29-2227056,982 945 0027,32,Male,Postpaid,35,1,185,887.11,117,61.11,63.44,137.08,1,,73,1
57-3461805,513 332 8276,22,Female,Postpaid,35,1,43,2079.17,183,7.63,32.73,2665.83,2,1,82,1
05-1600998,483 521 9139,29,Female,Postpaid,35,1,166,8938.59,11,76.18,42.6,3555.34,,,51,1
98-6041451,411 691 4815,20,Female,Postpaid,35,1,161,4479.22,11,177.82,94.45,1245.02,1,,55,1
59-9605433,730 680 9822,31,Female,Postpaid,36,1,141,12134.6,105,16.56,53.38,2624.51,1,,100,1
61-8832617,575 667 9150,24,Male,Postpaid,36,1,41,17672.69,196,60.82,97.08,762.08,,1,99,1
40-4920545,947 494 4906,35,Male,Postpaid,36,1,65,24637.78,40,128.84,77.6,1361.98,2,1,85,1
77-3665254,855 518 1769,26,Male,Postpaid,36,1,2,20340.63,58,18.66,46.39,319.45,1,,74,1
47-6897970,420 585 1949,34,Male,Prepaid,36,1,57,4689.41,200,190.27,82.2,2174.57,,,98,1
44-9892060,960 484 1258,40,Female,Postpaid,36,1,70,25174.73,107,57.14,41.84,3156.24,,,72,1
81-9104972,414 841 5780,35,Male,Postpaid,36,1,85,19642.95,57,155.91,79.4,831.8,,1,55,1
43-9005445,438 722 2898,40,Male,Postpaid,36,1,144,1910.2,86,137.85,73.17,1845.62,,,54,1
05-3601365,352 518 3992,25,Female,Postpaid,36,1,58,18028.13,102,133.5,35.16,943.58,,,72,1
87-3105589,287 713 0378,39,Female,Postpaid,36,1,9,22271.38,163,99.26,107.87,557.81,1,,88,1
94-3981146,981 574 4660,32,Male,Postpaid,36,1,175,11986.94,100,59.71,102.38,737.9,,,95,1
57-2778920,721 506 9741,30,Male,Postpaid,37,1,163,19444.81,199,125.51,49.85,483.35,,,72,1
56-9689327,228 108 6695,39,Female,Postpaid,37,1,131,24101.02,114,4.93,93.51,1809.79,1,,93,1
25-8527510,845 267 1112,22,Female,Prepaid,37,1,36,8463.12,134,27.5,94.48,2947.4,1,,97,1
49-5439292,818 891 2579,26,Female,Prepaid,37,1,108,3271.29,192,102.03,57,924.38,,,65,1
14-8241058,332 546 6927,40,Male,Postpaid,37,1,191,10370.62,132,156.45,108.68,3372.47,2,,55,1
27-2255566,685 428 0754,34,Male,Postpaid,37,1,196,15774.83,41,48.31,73.35,772.04,1,,67,1
62-8780655,591 862 8171,39,Male,Postpaid,37,1,2,24398.29,15,84.79,98.25,1093.65,2,1,75,1
60-1029200,349 817 4806,26,Female,Postpaid,37,1,147,25337.45,114,147.72,107.05,698.62,1,,56,1
49-4201992,549 363 5611,21,Male,Postpaid,38,1,19,22687.29,101,181.46,95.7,1545.84,1,1,59,1
74-7751194,652 779 3805,22,Female,Postpaid,38,1,124,14722.3,149,188.26,61.74,3590.34,,,55,1
64-9659060,409 663 6027,35,Male,Postpaid,38,1,179,10811.16,199,79.61,35.72,1482.01,,,73,1
17-0405200,968 874 9873,21,Female,Postpaid,38,1,16,20214.54,127,197.23,47.89,581.43,,1,86,1
10-3771546,892 170 2990,22,Female,Postpaid,38,1,192,26649.42,129,32.32,101.63,3061.06,3,,51,1
92-7881067,572 227 2565,36,Female,Prepaid,38,1,165,8610.39,77,24.78,61.11,814.61,2,,92,1
69-8950020,229 968 6530,21,Male,Postpaid,38,1,177,19527.93,156,86.51,60.78,3300.1,1,,65,1
02-1675843,608 327 3106,30,Female,Prepaid,38,1,159,8644.28,193,111.63,58.99,1475.67,,,65,1
76-2907888,206 931 9154,29,Male,Postpaid,38,1,65,7830.09,172,51.67,57.83,3314.6,1,,57,1
38-3740032,721 841 7806,39,Female,Postpaid,38,1,47,1920.98,73,133,106.6,1923.81,,1,68,1
36-3172851,637 101 7408,28,Female,Postpaid,38,1,74,3497.19,28,59.88,106.54,1771,1,,54,1
91-7021232,673 489 0696,38,Female,Postpaid,38,1,148,29922.39,33,99.11,78.84,1537.37,1,,56,1
03-3546928,768 661 7742,35,Female,Postpaid,38,1,137,25743.47,98,168.28,104.47,171.36,2,,92,1
84-1765420,557 507 6616,28,Female,Postpaid,39,1,158,20778.55,2,100.55,69.91,603.43,1,,85,1
17-6719535,980 673 3326,22,Male,Postpaid,39,1,25,19325.66,171,189.2,74.74,1286.82,2,,63,1
80-7156365,115 529 3998,25,Male,Prepaid,39,1,170,15371.4,26,136.74,38.59,2740.93,,,97,1
90-8264355,416 401 7213,30,Male,Postpaid,39,1,1,18108.71,100,19.64,51.62,2065.37,1,1,81,1
29-4528837,862 848 8709,40,Female,Postpaid,39,1,48,10428.41,30,164.88,90.26,1446.7,1,,61,1
87-9129941,331 657 1580,36,Female,Postpaid,39,1,22,22067,12,124.22,39.45,2525.21,1,1,95,1
19-2824831,624 118 3102,35,Female,Postpaid,39,1,172,11619.05,79,7.46,89.62,2438,,,97,1
61-6186639,477 860 0068,36,Male,Postpaid,39,1,118,27379.41,164,111.72,56.86,3246.32,,,85,1
19-6592519,347 217 9003,31,Female,Postpaid,39,1,142,19980,162,189.77,79.29,1995.78,2,,84,1
75-7236808,337 767 0294,23,Male,Postpaid,39,1,130,20832.87,79,12.52,59.58,2749.67,,1,95,1
04-6639246,811 946 2985,39,Male,Postpaid,40,1,62,27620.81,17,113.72,76.03,3486.71,,,96,1
69-0107473,104 861 5119,33,Female,Postpaid,40,1,159,24458.16,196,69.68,54.87,445.15,2,1,64,1
24-5136971,765 809 8251,38,Male,Postpaid,40,1,56,29384.76,166,17.45,72.7,1001.49,1,,85,1
19-1978963,409 210 7895,36,Male,Postpaid,40,1,198,28311.08,12,104.55,108.96,1648.86,,,81,1
66-0959816,797 463 7903,28,Female,Postpaid,40,1,102,9405.03,30,199.21,60.32,2230.04,1,,70,1
05-6301275,852 146 5934,32,Male,Postpaid,40,1,96,12253.93,168,48.86,38.42,748.17,,1,83,1
08-9340677,563 551 4142,22,Male,Postpaid,41,1,73,6620.78,105,132.52,77.05,3269.68,2,1,74,1
27-9535733,900 944 5179,27,Female,Postpaid,41,1,67,16843.35,158,44.01,94.1,2760.81,,,99,1
60-7222953,689 833 8993,26,Female,Postpaid,41,1,103,19394.97,154,13.88,106.01,2647.28,,1,71,1
91-3078764,748 144 6680,31,Male,Postpaid,41,1,69,4911.31,127,141.34,82.67,740.67,1,,100,1
41-0219821,375 685 0369,37,Female,Postpaid,41,1,168,14702.05,96,85.6,94.07,1648.71,,,88,1
04-3360286,824 762 1713,20,Female,Postpaid,41,1,72,26662.29,21,23.12,33.67,152.72,,1,95,1
24-7586336,815 255 2618,35,Female,Prepaid,41,1,177,8903.73,17,125.72,61.11,2526.95,1,1,67,1
93-0196805,738 763 7980,33,Male,Postpaid,41,1,96,12035.81,73,162.34,74.06,783.14,1,1,86,1
36-0225686,309 483 0344,32,Male,Postpaid,42,1,160,17111.63,20,160.11,77.93,270.18,1,,94,1
30-8453015,141 865 3312,31,Male,Prepaid,42,1,113,8892.09,152,59,65.19,1788.55,1,1,61,1
76-5289266,187 640 9985,27,Female,Postpaid,42,1,98,28856.33,94,38.05,61.65,3199.28,1,,78,1
08-4742817,456 822 1924,23,Male,Postpaid,42,1,20,9408.83,132,197.19,96.01,2752.22,,,85,1
56-1782335,754 822 2029,34,Male,Postpaid,43,1,48,19251.34,62,32.84,55.31,2783.42,1,,58,1
67-4268862,307 326 8646,26,Female,Postpaid,43,1,16,6677.74,190,118.49,90.01,1833.32,,,72,1
42-6231332,529 141 7278,23,Male,Postpaid,43,1,141,7642.66,182,161.43,50.08,1850.54,1,1,56,1
13-9801809,846 745 9956,25,Female,Postpaid,43,1,33,17997.25,28,195.67,51.26,1751.42,1,1,90,1
11-9513905,180 708 0554,23,Male,Postpaid,43,1,76,4695.04,59,143.37,70.07,3351.93,1,,66,1
06-0262904,543 104 5047,25,Female,Postpaid,43,1,97,29424.78,162,68.87,45.51,2117.79,,2,93,1
72-0887531,953 645 7077,36,Female,Postpaid,43,1,165,19468.19,187,155.19,47.92,1481.02,2,1,51,1
24-3285205,284 809 9530,33,Male,Postpaid,43,1,144,19485.95,2,106.39,57.31,2410.72,1,1,97,1
61-8091661,286 635 3370,20,Male,Postpaid,43,1,136,27397.1,37,141.85,50.18,1576.69,,1,59,1
77-6752365,941 770 2243,24,Male,Postpaid,43,1,56,18104.39,90,1.9,70.88,1821.26,1,1,72,1
41-0684211,722 466 3522,34,Female,Prepaid,44,1,174,21733.46,50,52.7,97.25,546.84,,1,91,1
35-3193520,180 933 2880,30,Female,Postpaid,44,1,51,17507.99,10,129.15,102.75,3428.36,,,60,1
13-8231886,451 560 5482,37,Female,Postpaid,44,1,14,27987.11,111,147.08,50.37,1397.39,2,1,93,1
86-5426868,792 829 2902,28,Female,Postpaid,44,1,23,13674.75,59,80.56,93.99,1224.75,2,1,56,1
42-8346497,210 799 4313,36,Female,Postpaid,44,1,35,17866.37,140,143.33,47.06,2205.49,2,,68,1
24-1294791,749 617 8216,22,Female,Prepaid,45,1,133,1393.69,83,24.86,69.99,1927.36,,,60,1
40-4452078,674 484 2179,32,Female,Postpaid,45,1,7,17177.69,140,25.93,47.03,2141.05,,1,73,1
27-9008953,997 632 7907,23,Female,Prepaid,45,1,145,22131.67,105,69.69,37.97,3009.27,,1,53,1
68-2737430,329 365 3834,21,Female,Postpaid,45,1,63,20255,35,50.19,106.83,704.07,,1,95,1
38-3961027,500 367 2402,36,Female,Postpaid,45,1,51,6472.71,21,37.42,54.26,1491.98,2,,57,1
35-2043583,442 653 4029,22,Male,Postpaid,45,1,162,18279.88,135,55.83,85.07,912.41,1,,61,1
32-9281565,108 589 9813,21,Male,Postpaid,45,1,72,20165.97,177,60.83,54.4,2835.7,1,,96,1
32-3950176,562 843 3652,33,Male,Postpaid,46,1,70,5263.02,22,44.6,76.88,2454.06,,,88,1
34-6413365,297 420 6680,22,Female,Postpaid,46,1,128,8295.98,81,34.95,86.98,2981.8,,,95,1
27-6405984,165 145 3996,38,Male,Prepaid,46,1,24,6078.76,99,69.46,66.88,2548.56,1,1,80,1
71-9305749,794 294 9503,33,Male,Postpaid,46,1,124,22727.52,29,133.05,83.02,3479.12,,,75,1
22-3643250,530 889 0168,32,Male,Postpaid,46,1,124,11465.34,156,67.78,37.69,2256.38,,1,97,1
00-9000176,260 622 8084,28,Female,Postpaid,46,1,42,18227.13,171,171.26,100.41,855.01,1,1,70,1
83-9809366,929 268 6431,20,Female,Prepaid,46,1,198,14800.5,72,65.54,79.18,2819.48,3,,76,1
38-5475330,183 932 8291,35,Male,Prepaid,47,1,129,13264.88,170,182,107.73,543.61,1,,63,1
69-1907765,391 755 5425,30,Female,Postpaid,47,1,185,20495.67,180,189.74,108.18,403.28,2,1,97,1
97-7053856,998 965 9814,39,Female,Postpaid,47,1,151,27231.73,179,126.9,84.69,2557.24,,1,70,1
39-6812104,665 578 3193,36,Female,Postpaid,48,1,99,24682.61,95,113.92,59.85,1453.62,1,,55,1
03-6337357,512 377 5866,38,Female,Postpaid,48,1,114,6674.56,103,9.42,42.32,2732.54,2,,94,1
33-8593062,721 478 6784,33,Male,Postpaid,48,1,84,112.76,52,118.1,92.92,2495.29,1,1,87,1
09-9357963,438 498 9310,37,Female,Prepaid,48,1,187,15450.34,152,155.13,57.13,2259.99,,,53,1
11-2646313,405 527 4379,37,Male,Postpaid,48,1,85,2413.03,17,44.64,32.55,1683.58,,1,72,1
89-7126710,101 209 0843,34,Female,Postpaid,48,1,37,2523.2,130,88.6,102.07,2758.6,,1,65,1
10-1744854,889 752 0580,37,Male,Postpaid,48,1,100,1728.77,72,37.4,39.93,663.15,2,1,58,1
44-1235686,947 673 7472,31,Male,Prepaid,49,1,192,7545.56,8,68.46,78.93,2150.03,,,90,1
80-3580244,510 113 2419,34,Male,Prepaid,49,1,151,5946.98,195,17.28,89.55,3260.18,,,54,1
38-4038849,948 888 2317,26,Female,Postpaid,49,1,14,28392.53,80,82.83,67.53,3220.01,2,,72,1
80-3989744,612 947 3366,36,Female,Postpaid,49,1,147,11848.25,43,173.85,31.66,1988.03,1,,88,1
08-9718837,712 105 6495,29,Male,Postpaid,49,1,196,27307.09,25,48.99,92.06,3195.46,,1,81,1
03-1976091,659 782 9767,32,Female,Prepaid,50,1,19,14986.46,81,50.88,55.05,612.52,,,58,1
69-3050780,254 226 3697,33,Female,Postpaid,50,1,134,9322.44,98,41.48,78.19,2139.59,2,,88,1
54-6185971,430 562 7312,35,Male,Prepaid,50,1,138,26081.04,164,100.42,104.81,2846.13,1,1,97,1
57-7296160,833 887 7346,38,Male,Postpaid,50,1,80,15034.07,52,63.52,41.75,2117.88,1,1,80,1
53-0285968,162 599 1653,21,Female,Prepaid,50,1,6,18965.08,45,84.25,72.49,833.69,1,1,89,1
24-2530259,596 615 9970,29,Female,Postpaid,50,1,117,3508.18,167,34.81,64.41,2029.72,,,95,1
86-8389321,151 669 7238,33,Female,Postpaid,50,1,152,21403.89,38,54.56,32.86,693.89,,1,83,1
82-0147150,233 829 7161,30,Female,Postpaid,50,1,95,17862.04,47,185.54,59.81,3313.71,,,86,1
72-2932268,284 848 7504,21,Male,Postpaid,50,1,30,5147.26,113,198.31,66.77,3104.72,1,1,93,1
66-4949116,393 768 7968,38,Female,Postpaid,50,1,122,10448.7,127,140.64,63.78,3221.39,1,,60,1
17-7926346,950 884 2511,30,Male,Postpaid,50,1,3,8333.03,155,83.58,69.53,1911.78,2,,92,1
35-4188139,216 466 3283,22,Male,Prepaid,50,1,115,23009.49,79,14.52,84.08,2979.28,,1,85,1
14-8421245,292 772 9884,25,Female,Postpaid,50,1,152,2602.51,58,163.11,84.63,1775.18,,,68,1
48-5821514,456 302 9958,29,Male,Postpaid,50,1,61,5057.18,120,50.31,34.13,1063.06,,1,84,1
69-4348003,147 690 5605,25,Male,Postpaid,51,1,192,7453.18,52,48.35,37.04,367.73,1,,98,1
08-6554452,818 758 7136,30,Female,Postpaid,51,1,123,5920.16,187,199.19,103,1810.12,1,,86,1
96-3277195,238 512 8967,21,Female,Prepaid,51,1,35,14692.2,99,50.03,37.11,3348.74,,1,68,1
17-8733957,910 668 2051,22,Female,Prepaid,51,1,15,19434.79,194,119.93,81.73,1237.17,1,,97,1
24-8546182,338 371 1221,30,Female,Postpaid,51,1,186,17063.68,119,15.76,94.14,3316.13,2,1,89,1
39-0806435,434 528 2633,38,Female,Prepaid,51,1,133,16205.94,99,129.91,58.4,2524.51,,1,92,1
12-7377364,541 503 1731,22,Female,Postpaid,52,1,181,21722.9,120,176.18,43.4,3486.41,,,87,1
40-3572899,763 639 6914,24,Female,Prepaid,52,1,146,11423.11,120,119.05,60.82,566.2,,,65,1
39-4958535,702 495 7577,28,Male,Postpaid,52,1,42,8904.46,120,127.42,50.15,2229.55,,1,53,1
59-9448074,837 604 5309,28,Male,Postpaid,52,1,87,10520.73,103,163.8,102.62,1326.14,,,59,1
55-1515299,223 588 7577,32,Male,Postpaid,52,1,110,20978.47,112,112.36,63.19,2632.53,,1,88,1
85-2084466,745 644 1955,36,Female,Prepaid,52,1,30,28489.51,191,119.23,92.57,3247.27,,,71,1
29-2859873,161 767 6151,35,Male,Postpaid,52,1,138,24259.38,162,84.1,52.23,3486.07,2,1,75,1
85-8261831,230 622 9024,26,Male,Postpaid,52,1,193,16649.29,53,152.52,87.83,1689.97,2,,68,1
77-8577202,920 794 6336,39,Male,Postpaid,52,1,48,27755.69,143,18.31,81.41,1047.47,1,,54,1
57-5631961,584 764 9174,39,Female,Postpaid,53,1,29,11487.97,128,116.55,73.57,331.45,1,1,67,1
12-8966207,835 973 6368,26,Male,Prepaid,53,1,78,4134.12,200,197.06,62.21,3014.59,1,1,95,1
91-6138238,945 244 0434,20,Female,Postpaid,53,1,198,10417.05,154,138.99,50.18,3328.96,1,3,18,1
18-1472578,989 433 1079,33,Female,Postpaid,54,1,68,26415.3,56,165.8,53.46,1739.85,1,,62,1
52-1574220,397 282 0022,24,Female,Postpaid,54,1,78,17768.36,170,5.38,88.04,520.54,1,,71,1
05-7903393,440 805 0283,32,Female,Postpaid,54,1,198,13268.28,88,192.32,106.01,3438.47,1,,75,1
54-3314535,474 419 8708,23,Female,Postpaid,54,1,170,14089.75,151,163.31,39.75,513.81,1,,72,1
04-2248296,967 156 3868,40,Male,Postpaid,54,1,97,23845.36,81,149.94,74.89,467.95,1,1,92,1
34-6222693,178 864 2740,32,Male,Postpaid,54,1,118,4444.84,69,176.36,42.23,884.77,,1,54,1
20-6868300,186 162 7971,38,Female,Postpaid,54,1,199,9589.76,87,89.28,51.3,932.06,2,1,78,1
02-7802938,201 939 9486,38,Female,Prepaid,55,1,158,29649.38,68,110.21,60.77,308.71,,,61,1
97-8980556,484 343 4379,20,Female,Postpaid,55,1,73,17830.67,33,159.88,105.08,2813.86,,1,77,1
25-0622949,304 966 8962,35,Female,Postpaid,55,1,5,19395.66,148,21.7,63.8,1572.35,,,95,1
17-3249884,611 571 2476,38,Male,Postpaid,55,1,170,29864.32,43,127.62,99.04,3359.8,1,1,54,1
53-4396236,960 129 5622,28,Female,Postpaid,55,1,131,7078.12,103,84.23,44.36,1715.75,,,51,1
48-9003581,168 334 8483,28,Female,Prepaid,55,1,136,1206.71,196,179.51,91.26,3254.83,1,,99,1
80-9936550,491 994 4479,37,Male,Prepaid,55,1,126,22036.05,160,171.12,36.7,1357.52,,,78,1
02-6888357,661 356 4337,29,Male,Postpaid,56,1,70,2791.74,17,175.94,99.11,3587.62,1,,76,1
22-0047331,692 195 7769,38,Female,Postpaid,56,1,89,17303.2,147,147.01,77.67,943.25,,1,90,1
92-5185112,518 311 2032,23,Male,Postpaid,56,1,200,7650.21,139,99.52,98.83,2851.22,,,58,1
90-5586512,356 126 3025,20,Female,Prepaid,56,1,182,5427.89,169,164.35,32.23,2378.9,,1,80,1
17-6866592,785 663 0431,33,Male,Postpaid,57,1,147,14367.02,69,148.47,38.75,1498.57,1,1,95,1
17-2659814,665 949 0851,21,Male,Prepaid,57,1,139,2373.55,118,70.96,49.59,2105.85,,,78,1
95-8657912,455 981 2227,40,Female,Postpaid,57,1,162,29820.81,18,195.16,80.65,455.56,1,1,64,1
11-9880478,468 604 5225,29,Female,Postpaid,57,1,26,17408.83,158,183.56,43.17,2685.38,,,81,1
38-2891030,802 333 9955,27,Female,Postpaid,57,1,150,25594.85,99,169.57,84.23,2164.63,2,,64,1
72-0405680,632 106 6011,32,Male,Postpaid,57,1,164,25407.92,66,125.38,52.41,1757.81,,1,67,1
02-9731226,839 241 2335,29,Male,Postpaid,57,1,91,25820.17,162,77.27,98.95,1394.72,1,,61,1
10-5321242,993 245 4095,29,Female,Prepaid,57,1,26,13859.2,136,72.39,82.1,1366.99,1,,100,1
12-8198177,984 110 8505,33,Male,Postpaid,57,1,115,21522.23,75,149.88,68.64,774.16,2,,87,1
